,title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
29,"Thinking about trading options or stock in Lamb Weston, Charter Communications, Tesla, Ulta Beauty, or Alibaba?",PRNewswire,2023-01-05 00:00:00,date,https://www.wbtv.com/prnewswire/2023/01/05/thinking-about-trading-options-or-stock-lamb-weston-charter-communications-tesla-ulta-beauty-or-alibaba/,wbtv.com,"NEW YORK, Jan. 5, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for LW, CHTR, TSLA, ULTA, and BABA.In","NEW YORK, Jan. 5, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for LW, CHTR, TSLA, ULTA, and BABA.InvestorsObserver (PRNewsfoto/InvestorsObserver)(PRNewswire)Click a link below then choose between in-depth options trade idea report or a stock score report.Options Report – Ideal trade ideas on up to seven different options trading strategies. The report shows all vital aspects of each option trade idea for each stock.Stock Report - Measures a stock's suitability for investment with a proprietary scoring system combining short and long-term technical factors with Wall Street's opinion including a 12-month price forecast.(Note: You may have to copy this link into your browser then press the [ENTER] key.)InvestorsObserver provides patented technology to some of the biggest names on Wall Street and creates world-class investing tools for the self-directed investor on Main Street. We have a wide range of tools to help investors make smarter decisions when investing in stocks or options.View original content to download multimedia:SOURCE InvestorsObserverThe above press release was provided courtesy of PRNewswire. The views, opinions and statements in the press release are not endorsed by Gray Media Group nor do they necessarily state or reflect those of Gray Media Group, Inc.",wbtv.com,8181,news,US,en,PRNewswire,https://www.wbtv.com/pf/resources/images/logo-icons/wbtv.svg?d=308,False,@WBTV_News,5.7897325,b6b54b1eb1bcf8ebfc7df5d0fbff87f4
30,"Thinking about trading options or stock in Lamb Weston, Charter Communications, Tesla, Ulta Beauty, or Alibaba?",PRNewswire,2023-01-05 00:00:00,date,https://www.nbc12.com/prnewswire/2023/01/05/thinking-about-trading-options-or-stock-lamb-weston-charter-communications-tesla-ulta-beauty-or-alibaba/,nbc12.com,"NEW YORK, Jan. 5, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for LW, CHTR, TSLA, ULTA, and BABA.In","NEW YORK, Jan. 5, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for LW, CHTR, TSLA, ULTA, and BABA.InvestorsObserver (PRNewsfoto/InvestorsObserver)(PRNewswire)Click a link below then choose between in-depth options trade idea report or a stock score report.Options Report – Ideal trade ideas on up to seven different options trading strategies. The report shows all vital aspects of each option trade idea for each stock.Stock Report - Measures a stock's suitability for investment with a proprietary scoring system combining short and long-term technical factors with Wall Street's opinion including a 12-month price forecast.(Note: You may have to copy this link into your browser then press the [ENTER] key.)InvestorsObserver provides patented technology to some of the biggest names on Wall Street and creates world-class investing tools for the self-directed investor on Main Street. We have a wide range of tools to help investors make smarter decisions when investing in stocks or options.View original content to download multimedia:SOURCE InvestorsObserverThe above press release was provided courtesy of PRNewswire. The views, opinions and statements in the press release are not endorsed by Gray Media Group nor do they necessarily state or reflect those of Gray Media Group, Inc.",nbc12.com,8660,news,US,en,PRNewswire,https://www.nbc12.com/pf/resources/images/logo-icons/wwbt.svg?d=308,False,@NBC12,5.7801557,8a1257e02987d6d8190d8868955fea2c
31,"Thinking about trading options or stock in Lamb Weston, Charter Communications, Tesla, Ulta Beauty, or Alibaba?",PRNewswire,2023-01-05 00:00:00,date,https://www.wcax.com/prnewswire/2023/01/05/thinking-about-trading-options-or-stock-lamb-weston-charter-communications-tesla-ulta-beauty-or-alibaba/,wcax.com,"NEW YORK, Jan. 5, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for LW, CHTR, TSLA, ULTA, and BABA.In","NEW YORK, Jan. 5, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for LW, CHTR, TSLA, ULTA, and BABA.InvestorsObserver (PRNewsfoto/InvestorsObserver)(PRNewswire)Click a link below then choose between in-depth options trade idea report or a stock score report.Options Report – Ideal trade ideas on up to seven different options trading strategies. The report shows all vital aspects of each option trade idea for each stock.Stock Report - Measures a stock's suitability for investment with a proprietary scoring system combining short and long-term technical factors with Wall Street's opinion including a 12-month price forecast.(Note: You may have to copy this link into your browser then press the [ENTER] key.)InvestorsObserver provides patented technology to some of the biggest names on Wall Street and creates world-class investing tools for the self-directed investor on Main Street. We have a wide range of tools to help investors make smarter decisions when investing in stocks or options.View original content to download multimedia:SOURCE InvestorsObserverThe above press release was provided courtesy of PRNewswire. The views, opinions and statements in the press release are not endorsed by Gray Media Group nor do they necessarily state or reflect those of Gray Media Group, Inc.",wcax.com,9904,news,US,en,PRNewswire,https://www.wcax.com/pf/resources/images/logo-icons/wcax.svg?d=307,False,@wcax,5.755985,f1185a75c2bc010267a4af8bb9de2b73
32,"Thinking about trading options or stock in World Wrestling Entertainment, T-Mobile, Phillips 66, Tesla, or Costco?",PRNewswire,2023-01-06 00:00:00,date,https://www.hawaiinewsnow.com/prnewswire/2023/01/06/thinking-about-trading-options-or-stock-world-wrestling-entertainment-t-mobile-phillips-66-tesla-or-costco/,hawaiinewsnow.com,"NEW YORK, Jan. 6, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for WWE, TMUS, PSX, TSLA, and COST.In","NEW YORK, Jan. 6, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for WWE, TMUS, PSX, TSLA, and COST.InvestorsObserver (PRNewsfoto/InvestorsObserver)(PRNewswire)Click a link below then choose between in-depth options trade idea report or a stock score report.Options Report – Ideal trade ideas on up to seven different options trading strategies. The report shows all vital aspects of each option trade idea for each stock.Stock Report - Measures a stock's suitability for investment with a proprietary scoring system combining short and long-term technical factors with Wall Street's opinion including a 12-month price forecast.(Note: You may have to copy this link into your browser then press the [ENTER] key.)InvestorsObserver provides patented technology to some of the biggest names on Wall Street and creates world-class investing tools for the self-directed investor on Main Street. We have a wide range of tools to help investors make smarter decisions when investing in stocks or options.View original content to download multimedia:SOURCE InvestorsObserverThe above press release was provided courtesy of PRNewswire. The views, opinions and statements in the press release are not endorsed by Gray Media Group nor do they necessarily state or reflect those of Gray Media Group, Inc.",hawaiinewsnow.com,5663,news,US,en,PRNewswire,https://www.hawaiinewsnow.com/pf/resources/images/logo-icons/khnl.svg?d=308,False,@hawaiinewsnow,5.6756372,7a2857bfe0bbb158bd5d727258d24c24
33,"Thinking about trading options or stock in World Wrestling Entertainment, T-Mobile, Phillips 66, Tesla, or Costco?",PRNewswire,2023-01-06 00:00:00,date,https://www.wbtv.com/prnewswire/2023/01/06/thinking-about-trading-options-or-stock-world-wrestling-entertainment-t-mobile-phillips-66-tesla-or-costco/,wbtv.com,"NEW YORK, Jan. 6, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for WWE, TMUS, PSX, TSLA, and COST.In","NEW YORK, Jan. 6, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for WWE, TMUS, PSX, TSLA, and COST.InvestorsObserver (PRNewsfoto/InvestorsObserver)(PRNewswire)Click a link below then choose between in-depth options trade idea report or a stock score report.Options Report – Ideal trade ideas on up to seven different options trading strategies. The report shows all vital aspects of each option trade idea for each stock.Stock Report - Measures a stock's suitability for investment with a proprietary scoring system combining short and long-term technical factors with Wall Street's opinion including a 12-month price forecast.(Note: You may have to copy this link into your browser then press the [ENTER] key.)InvestorsObserver provides patented technology to some of the biggest names on Wall Street and creates world-class investing tools for the self-directed investor on Main Street. We have a wide range of tools to help investors make smarter decisions when investing in stocks or options.View original content to download multimedia:SOURCE InvestorsObserverThe above press release was provided courtesy of PRNewswire. The views, opinions and statements in the press release are not endorsed by Gray Media Group nor do they necessarily state or reflect those of Gray Media Group, Inc.",wbtv.com,8181,news,US,en,PRNewswire,https://www.wbtv.com/pf/resources/images/logo-icons/wbtv.svg?d=308,False,@WBTV_News,5.638813,d2f5f035c39b28bac6b29d5ca98bc937
34,"Thinking about trading options or stock in World Wrestling Entertainment, T-Mobile, Phillips 66, Tesla, or Costco?",PRNewswire,2023-01-06 00:00:00,date,https://www.wcax.com/prnewswire/2023/01/06/thinking-about-trading-options-or-stock-world-wrestling-entertainment-t-mobile-phillips-66-tesla-or-costco/,wcax.com,"NEW YORK, Jan. 6, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for WWE, TMUS, PSX, TSLA, and COST.In","NEW YORK, Jan. 6, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for WWE, TMUS, PSX, TSLA, and COST.InvestorsObserver (PRNewsfoto/InvestorsObserver)(PRNewswire)Click a link below then choose between in-depth options trade idea report or a stock score report.Options Report – Ideal trade ideas on up to seven different options trading strategies. The report shows all vital aspects of each option trade idea for each stock.Stock Report - Measures a stock's suitability for investment with a proprietary scoring system combining short and long-term technical factors with Wall Street's opinion including a 12-month price forecast.(Note: You may have to copy this link into your browser then press the [ENTER] key.)InvestorsObserver provides patented technology to some of the biggest names on Wall Street and creates world-class investing tools for the self-directed investor on Main Street. We have a wide range of tools to help investors make smarter decisions when investing in stocks or options.View original content to download multimedia:SOURCE InvestorsObserverThe above press release was provided courtesy of PRNewswire. The views, opinions and statements in the press release are not endorsed by Gray Media Group nor do they necessarily state or reflect those of Gray Media Group, Inc.",wcax.com,9904,news,US,en,PRNewswire,https://www.wcax.com/pf/resources/images/logo-icons/wcax.svg?d=308,False,@wcax,5.5886426,382081e1ae3e6e69c5cc1b92e1a3d416
35,"Thinking about trading options or stock in World Wrestling Entertainment, T-Mobile, Phillips 66, Tesla, or Costco?",PRNewswire,2023-01-06 00:00:00,date,https://www.fox19.com/prnewswire/2023/01/06/thinking-about-trading-options-or-stock-world-wrestling-entertainment-t-mobile-phillips-66-tesla-or-costco/,fox19.com,"NEW YORK, Jan. 6, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for WWE, TMUS, PSX, TSLA, and COST.In","NEW YORK, Jan. 6, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for WWE, TMUS, PSX, TSLA, and COST.InvestorsObserver (PRNewsfoto/InvestorsObserver)(PRNewswire)Click a link below then choose between in-depth options trade idea report or a stock score report.Options Report – Ideal trade ideas on up to seven different options trading strategies. The report shows all vital aspects of each option trade idea for each stock.Stock Report - Measures a stock's suitability for investment with a proprietary scoring system combining short and long-term technical factors with Wall Street's opinion including a 12-month price forecast.(Note: You may have to copy this link into your browser then press the [ENTER] key.)InvestorsObserver provides patented technology to some of the biggest names on Wall Street and creates world-class investing tools for the self-directed investor on Main Street. We have a wide range of tools to help investors make smarter decisions when investing in stocks or options.View original content to download multimedia:SOURCE InvestorsObserverThe above press release was provided courtesy of PRNewswire. The views, opinions and statements in the press release are not endorsed by Gray Media Group nor do they necessarily state or reflect those of Gray Media Group, Inc.",fox19.com,9928,news,US,en,PRNewswire,https://www.fox19.com/pf/resources/images/logo-icons/wxix.svg?d=308,False,@FOX19,5.5865774,7575c9dc2ddb80cc6d950fd984d4bba7
36,"Tesla has now lost over $700 billion in value, which technically makes it an even bigger failure than Bitcoin",,2023-01-06 00:00:00,date,https://www.fark.com/goto/12706246/www.npr.org/2023/01/06/1146941980/tesla-shares-elon-musk-twitter-electric-cars?utm_source=fark,fark.com,"Tesla has now lost over $700 billion in value, which technically makes it an even bigger failure than Bitcoin",Click here (and fix your browser's Javascript settings) if you are not redirected to your destination within 2 seconds...,fark.com,5184,news,US,en,,https://usrimg-full.fark.net/r/r9/fark_r91shWjEUHY2YwBSdVFmMlhoor4.jpg?AWSAccessKeyId=UKDINQXVGV49TCSSKJLK&Expires=1673240400&Signature=FUlDR7EFhCw6uxnWGJHXVPkePAw%3D,False,@fark,5.354327,34f0f079908fdc3a0059ea87b5eecd2b
37,Tesla Stock Is a Buy Today,Seth Goldstein,2023-01-11 00:00:00,date,https://www.morningstar.com/articles/1131883/tesla-stock-is-a-buy-today,morningstar.com,Morningstar's updated analysis suggests the EV maker's stock price is too low.,"Tesla is one of the largest battery electric vehicle makers in the world. In less than a decade, the company went from a startup to a globally recognized luxury automaker with its Model S and Model X vehicles. It competes in the entry-level luxury midsize car and crossover SUV markets with its Model 3 and Model Y vehicles. Tesla also plans to sell new vehicles over the next several years, including a light truck, a semi truck, a sports car, and an affordable sedan and SUV. Tesla aims to maintain its market leader status as EVs grow from a niche market to mass consumer adoption. To meet growing demand, Tesla opened two new factories in 2022, which increased its production capacity. Tesla invests around 5% of its sales in research and development, focusing on improving its market-leading technology and reducing its manufacturing costs. Key Morningstar Metrics for Tesla Economic Moat Rating Tesla's narrow economic moat is based on its intangible assets and cost advantage. The company's strong brand cachet as a luxury automaker commands premium pricing, while its EV manufacturing expertise allows the company to make its vehicles cheaper than its competitors. Tesla's brand cachet is not likely to be impaired anytime soon, because we expect the company to keep innovating to stay ahead of startup and established competitors. Tesla's proprietary technology contributes to its intangible asset-driven competitive advantage. We think Tesla benefits from a cost advantage in EV production thanks to its manufacturing scale. Legacy automakers are gradually transitioning to BEV production from internal combustion engines, but we expect they will be saddled with legacy ICE costs for a long time. Read more about Tesla's moat rating. Fair Value Estimate for Tesla Stock Our fair value estimate is $220 per share. We use a weighted average cost of capital of just under 9%. Our equity valuation adds back nonrecourse and nondilutive convertible debt. Our valuation assumes Tesla increases its annual total vehicle delivery volume to roughly 5.1 million by 2031. This includes fleet sales, an expanding opportunity for Tesla. Our forecast is well below management's aspirational goal of selling 20 million vehicles by the end of this decade, but it is nearly 4 times the 1.31 million vehicles delivered in 2022. We think Tesla will be successful in continuing to reduce its manufacturing costs on a per vehicle basis. We forecast gross margins will expand to roughly 36% from the 29% achieved in 2021, generating automotive profit growth in excess of revenue growth. Read more about Tesla's fair value estimate. Risk and Uncertainty We see a wide range of potential outcomes for Tesla. Electric vehicles could remain a niche segment if mass-market consumers don't adopt the new powertrain technology due to higher costs and worse function. EVs could also be disrupted by other powertrain technologies. The automotive market is highly cyclical and subject to sharp demand declines based on economic conditions. As EV competition grows from traditional automakers and new entrants, consumers may have more choices and view Tesla less favorably. The firm is investing heavily in capacity expansions that carry the risk of delays and cost overruns. The company is also investing in R&D in an attempt to maintain its technological advantage with no guarantee these investments will bear fruit. Tesla CEO Elon Musk owns a little over 13% of the company's stock and uses it as collateral for personal loans, which raises the risk of a large sale to repay debt. Read more about Tesla's risk and uncertainty. Tesla Bulls Say Tesla has the potential to disrupt the automotive and power generation industries with its technology for EVs, autonomous vehicles, batteries, and solar generation systems.Tesla could see higher profit margins as it reduces unit production costs over the next several years.Through the combination of its industry-leading technology and unique supercharger network, Tesla offers the best function of any EV on the market. Tesla Bears Say Traditional automakers are investing heavily in EV development, which could result in Tesla losing market share and seeing a deceleration in sales growth due to increased competition.EV adoption is driven largely by government initiatives, such as regulations and subsidies, which will limit long-term market growth for Tesla.Solar panel and battery prices may decline faster than Tesla can reduce costs, resulting in little to no profits for the energy generation and storage business. Remove the guesswork and make informed decisions faster. Morningstar Investor's stock ratings, analysis, and insights are all backed by our transparent, meticulous methodology. Learn more and start a seven-day free trial today.",morningstar.com,2140,news,US,en,"CFA,Seth Goldstein",https://cloudfront-us-east-1.images.arcpublishing.com/morningstar/A3T4NM45BUIIFSHE35EDSJH75U.png,False,@MorningstarInc,8.628136,2e57e8c491c8685c2cd70e1d0cdd05fc
38,Tesla driver attacks another vehicle on California highway,,2023-01-13 00:00:00,date,https://www.foxnews.com/video/6318581259112,foxnews.com,The driver told local media he turned on his dashcam after seeing the Tesla driver leave the scene of another collision.,All times eastern FOX Weather First Weekend Maria Bartiromo's Wall Street WSJ at Large with Gerry Baker Maria Bartiromo's Wall Street WSJ at Large with Gerry Baker,foxnews.com,249,news,US,en,,https://a57.foxnews.com/cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/ad42f64a-b51e-40af-9b61-25d432edfe15/87fc2ba4-7d91-4de3-9f46-74198a9bb0c2/1280x720/match/1024/512/image.jpg?ve=1&tl=1,False,@foxnews,7.5140147,2f4b7e9419602966efa44aacd99b8733
39,Tesla to put over $770M towards Austin gigafactory expansion,Antoinette Odom,2023-01-11 00:00:00,date,https://spectrumlocalnews.com/tx/austin/news/2023/01/11/tesla-plans-to-put-over--770m-towards-austin-gigafactory-expansion-,spectrumlocalnews.com,Five more facilities are to be added to Tesla.,"AUSTIN, Texas — The big electric vehicle company based in Austin, Texas, could get bigger after filing to expand with the state. Tesla has plans to invest $775.7 million toward the exansion of Gigafactory Texas, according to government records.
It's one of Tesla's greatest pushes to enlarge its company since establishing its $5.5 billion Germany factory in 2022.
The Texas Department of Licensing and Registration has online documentation showing January filings for Tesla's construction plans.
Five more facilities are to be added to Tesla, which per CNBC include battery cell testing and manufacturing, cathode and drive unit manufacturing, a die shop and more. The announcement of expansion follows CEO Elon Musk's plan to pull in China chief Tom Zhu to supervise Tesla's U.S. assembly plants and sales operations in North America and Europe.
Tesla's fourth-quarter did not meet its distribution goal, as there weren't enough cars delivered.
As COVID restrictions in China mount, Tesla's key Shanghai hub is facing demand concerns, according to Reuters. They also report that the company is operating on a limited production scale in Shanghai through January. So, Tesla is stretching out its reduced output that started in December.
On March 1, Tesla will host its investor day at the Austin facility. According to Reuters, the expansion plans and capital allocation will likely be divulged during that time.",mynews13.com,4349,news,US,en,"Antoinette Odom,Published Am Ct Jan.",https://s7d2.scene7.com/is/image/TWCNews/Tesla_Logo_AP,False,,7.084259,74dfeb490f02db0bc6ac73d4c59b4f58
40,Tesla cuts vehicle prices in bid to boost flagging demand,Associated Press,2023-01-13 00:00:00,date,https://www.ny1.com/nyc/all-boroughs/ap-online/2023/01/13/tesla-cuts-vehicle-prices-in-bid-to-boost-flagging-demand,ny1.com,"With its sales slowing and its stock price tumbling, Tesla Inc. slashed prices dramatically on several versions of its electric vehicles, making some of its models eligible for a new federal tax…","DETROIT (AP) — With its sales slowing and its stock price tumbling, Tesla Inc. slashed prices dramatically Friday on several versions of its electric vehicles, making some of its models eligible for a new federal tax credit that could help spur buyer interest. The company dropped prices nearly 20% in the United States on some versions of the Model Y SUV, its top seller. That cut will make more versions of the Model Y eligible for a $7,500 electric-vehicle tax credit that will be available through March. It also reduced the base price of the Model 3, its least expensive model, by about 6%. Far from pleasing investors, the sharp price cuts sent Tesla shares down nearly 4% in midday trading Friday. Since the start of the year, the stock has plummeted more than 65%. Many investors fear that Tesla's sales slowdown will persist and have grown concerned about the erratic behavior of CEO Elon Musk and the distractions caused by his $44 billion purchase of Twitter. 'I think the real driver for all of this is falling demand for Teslas,' said Guidehouse Research e-Mobility analyst Sam Abuelsamid. Itay Michaeli, an industry analyst at Citi, wrote in a note to investors that Tesla appears to be prioritizing sales volume over price — a strategy that could affect its profit margins, at least in the near term. Messages were left Friday seeking a comment from Tesla. The Model Y Performance version, formerly priced at nearly $70,000, now starts at just under $57,000. The starting price of the Model 3, Tesla's lowest-priced vehicle, was cut to just under $44,000 from $47,000. The company's decision to drop the base price of the Model 3, which had already been eligible for the federal tax credit, is a clear sign that demand had weakened, Abuelsamid noted. Tesla has added two huge factories in Austin, Texas, and Berlin that are running at only a fraction of their output capacities, 'which is undoubtedly costing them dearly,' Abuelsamid said.Copyright 2023 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed without permission.",mynews13.com,5219,news,US,en,Associated Press,https://s7d2.scene7.com/is/image/TWCNews/Spectrum-News-Default-Slate,False,,7.042675,85b52f0526f1984cdea3c70b3522b672
41,"Amazon, Tesla in better shape than investors think: Ray Wang",,2023-01-10 00:00:00,date,https://video.foxbusiness.com/v/6318461243112/,foxbusiness.com,Constellation Research founder Ray Wang reveals his top tech picks for 2023 on 'Varney & Co.',,foxbusiness.com,915,news,US,en,,https://cf-images.us-east-1.prod.boltdns.net/v1/static/854081161001/92c6ebd5-e7b9-489b-95bb-33fa9521f9c8/8d173ef7-286a-49f3-8c8f-43fd42808314/1280x720/match/image.jpg,False,@foxbusiness,6.9014173,708753f06de455b05878a068d89be52a
42,Feds review Musk tweet about disabling driver monitoring in Teslas,Tom Krisher,2023-01-09 00:00:00,date,https://www.hawaiinewsnow.com/2023/01/09/feds-review-musk-tweet-about-disabling-driver-monitoring-teslas/,hawaiinewsnow.com,The NHTSA said the issue is now part of a broader investigation into at least 14 Teslas that have crashed into emergency vehicles while using the Autopilot driver assist system.,"DETROIT (AP) — A tweet from Elon Musk indicating that Tesla might allow some owners who are testing a 'Full Self-Driving' system to disable an alert that reminds them to keep their hands on the steering wheel has drawn attention from U.S. safety regulators.The National Highway Traffic Safety Administration says it asked Tesla for more information about the tweet. Last week, the agency said the issue is now part of a broader investigation into at least 14 Teslas that have crashed into emergency vehicles while using the Autopilot driver assist system.Since 2021, Tesla has been beta-testing 'Full Self-Driving' using owners who haven't been trained on the system but are actively monitored by the company. Earlier this year, Tesla said 160,000, roughly 15% of Teslas now on U.S. roads, were participating. A wider distribution of the software was to be rolled out late in 2022.Despite the name, Tesla still says on its website that the cars can't drive themselves. Teslas using 'Full Self-Driving' can navigate roads themselves in many cases, but experts say the system can make mistakes. 'We're not saying it's quite ready to have no one behind the wheel,' CEO Musk said in October.On New Year's Eve, one of Musk's most ardent fans posted on Twitter that drivers with more than 10,000 miles of 'Full Self-Driving' testing should have the option to turn off the 'steering wheel nag,' an alert that tells drivers to keep hands on the wheel.Musk replied: 'Agreed, update coming in Jan.'It's not clear from the tweets exactly what Tesla will do. But disabling a driver monitoring system on any vehicle that automates speed and steering would pose a danger to other drivers on the road, said Jake Fisher, senior director of auto testing for Consumer Reports.'Using FSD beta, you're kind of part of an experiment,' Fisher said. 'The problem is the other road users adjacent to you haven't signed up to be part of that experiment.'Tesla didn't respond to a message seeking comment about the tweet or its driver monitoring.Auto safety advocates and government investigators have long criticized Tesla's monitoring system as inadequate. Three years ago the National Transportation Safety Board listed poor monitoring as a contributing factor in a 2018 fatal Tesla crash in California. The board recommended a better system, but said Tesla has not responded.Tesla's system measures torque on the steering wheel to try to ensure that drivers are paying attention. Many Teslas have cameras that monitor a driver's gaze. But Fisher says those cameras aren't infrared like those of some competitors' driver assistance systems, so they can't see at night or if a driver is wearing sunglasses.Philip Koopman, a professor of electrical and computer engineering at Carnegie Mellon University, argued that Tesla is contradicting itself in a way that could confuse drivers. 'They're trying to make customers happy by taking their hands off the wheel, even while the (owners) manual says ‘don't do that.' ""Indeed, Tesla's website says Autopilot and the more sophisticated 'Full Self-Driving' system are intended for use by a 'fully attentive driver who has their hands on the wheel and is prepared to take over at any moment.' It says the systems are not fully autonomous.NHTSA has noted in documents that numerous Tesla crashes have occurred in which drivers had their hands on the wheel but still weren't paying attention. The agency has said that Autopilot is being used in areas where its capabilities are limited and that many drivers aren't taking action to avoid crashes despite warnings from the vehicle.Tesla's partially automated systems have been under investigation by NHTSA since June of 2016 when a driver using Autopilot was killed after his Tesla went under a tractor-trailer crossing its path in Florida. The separate probe into Teslas that were using Autopilot when they crashed into emergency vehicles started in August 2021.Including the Florida crash, NHTSA has sent investigators to 35 Tesla crashes in which automated systems are suspected of being used. Nineteen people have died in those crashes.Consumer Reports has tested Tesla's monitoring system, which changes often with online software updates. Initially, the system didn't warn a driver without hands on the wheel for three minutes. Recently, though, the warnings have come in as little as 15 seconds. Fisher said he isn't sure, though, how long a driver's hands could be off the wheel before the system would slow down or shut off completely.In shutting off the 'steering wheel nag,' Fisher said, Tesla could be switching to the camera to monitor drivers, but that's unclear.Despite implying through the names that Autopilot and 'Full Self-Driving' can drive themselves, Fisher said, it's clear that Tesla expects owners to still be drivers. But the NTSB says human drivers can end up dropping their guard and relying too much on the systems while looking elsewhere or doing other tasks.Those who use 'Full Self-Driving,' Fisher said, are likely to be more vigilant in taking control because the system makes mistakes.'I wouldn't dream of taking my hands off the wheel using that system, just because it can do things unexpectedly,' he said.Koopman said he doesn't see a great safety risk from disabling the steering wheel nag because the Tesla monitoring system is so flawed that disabling it doesn't necessarily make Teslas any more dangerous.NHTSA, he said, has enough evidence to take action to force Tesla to install a better monitoring system.The agency says it doesn't comment on open investigations.Copyright 2023 The Associated Press. All rights reserved.",hawaiinewsnow.com,5663,news,US,en,"Associated Press,The Associated Press,Tom Krisher",https://gray-khnl-prod.cdn.arcpublishing.com/resizer/QnyjykbYfBj5u-C6rP82wVjnYoo=/1200x600/smart/filters:quality(85)/cloudfront-us-east-1.images.arcpublishing.com/gray/V7N6NBZYJJF4BDRJ4HERGZ4FDA.jpg,False,@hawaiinewsnow,6.758402,eeb08db1c3d7ae03816c0c819c5b451f
