,title,author,published_date,published_date_precision,link,clean_url,excerpt,summary,rights,rank,topic,country,language,authors,media,is_opinion,twitter_account,_score,_id
25,China's benchmark interbank gold prices mixed Friday,Zhang Zhou,2023-03-31 00:00:00,date,https://en.gmw.cn/,gmw.cn,"dollars) per gram, down 1.28 yuan from the previous trading day, while the price for gold that is 99.99 percent pure or above went up 0.18 yuan to 437.19 yuan per gram.","BEIJING, March 31 (Xinhua) -- China's benchmark prices for spot interbank gold transactions were mixed Friday, according to the China Foreign Exchange Trade System.


The benchmark price for gold that is 99.95 percent pure or above stood at 436.87 yuan (about 63.58 U.S. dollars) per gram, down 1.28 yuan from the previous trading day, while the price for gold that is 99.99 percent pure or above went up 0.18 yuan to 437.19 yuan per gram.


Spot transaction prices on the interbank price inquiry market are allowed to rise or fall within 15 percent from the benchmark prices each trading day.


The interbank gold price inquiry business was introduced in 2012 to enhance market liquidity and enrich trading models. ■
 
Editor: Zhang Zhou",gmw.cn,1639,news,CN,en,Zhang Zhou,https://img.gmw.cn/logo/gmw_logo_280x150.jpg,False,@GuangmingOnline,11.965273,01414ce36b3d01de41909aac749777c5
26,"Gold, silver price today, Mar 28, 2023: Precious metals record hike on MCX",India Today Business Desk,2023-03-28 00:00:00,date,https://www.indiatoday.in/business/story/gold-silver-price-today-march-28-precious-metals-record-hike-mcx-latest-rates-2352274-2023-03-28,indiatoday.in,Gold Price Today 28 March 2023: Both gold and silver are trading on the higher side of the Multi Commodity Exchange (MCX) on Tuesday. Check the latest city-wise prices here.,"Gold Price Today 28 March 2023: Both gold and silver are trading on the higher side of the Multi Commodity Exchange (MCX) on Tuesday. Check the latest city-wise prices here. 
Today gold, silver price, Mar 28, 2023: Precious metals recorded a jump on MCX today. (File photo) 
By India Today Business Desk
: After recording a downfall in the Indian market yesterday, both gold and silver prices are retailing on the higher side of the Multi Commodity Exchange (MCX) on Tuesday, March 28.
Gold futures, maturing on April 5, 2023, stood at Rs 58,742 per 10 grams on the MCX, after recording a marginal hike of Rs 174 or 0.30 per cent.
Similarly, silver futures, maturing on May 5, 2023, also witnessed a jump of Rs 164 or 0.23 percent and were trading at Rs 70,190 per kg on the MCX.
The prices of gold and silver stood at Rs 58,526 per 10 grams and Rs 69,926 per kg respectively when the market closed on March 27.
GOLD, SILVER PRICES IN MAJOR CITIES
CITY
GOLD (per 10 grams, 22 carats) 
SILVER (per kg) 
NEW DELHI 
Rs 54,890
Rs 73,300
MUMBAI
Rs 54,700
Rs 73,300
KOLKATA
Rs 54,700
Rs 73,300
CHENNAI
Rs 55,340
Rs 76,000
The gold and silver prices in India depend on several factors, including the value of the rupee against the dollar. Global demand also plays a key role in determining the trends observed in the rate of precious metals.


Published On: 
Mar 28, 2023",indiatoday.in,1817,news,IN,en,India Today Business Desk,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202303/download_18-sixteen_nine.jpg?VersionId=1qr3fqa_G7d4eyJ4yJKYfOvCCsH6TAIV,False,@indiatoday,9.800513,87cb5d6c920e6744d5db25d57aba2131
27,"Gold, silver price today, Mar 29, 2023: Precious metals witness dip on MCX",India Today Business Desk,2023-03-29 00:00:00,date,https://www.indiatoday.in/business/story/gold-silver-price-today-march-29-precious-metals-record-dip-mcx-latest-rates-2352810-2023-03-29,indiatoday.in,Gold Price Today 29 March 2023: Both gold and silver are trading on the lower side of the Multi Commodity Exchange (MCX) on Wednesday. Check the latest city-wise prices here.,"Gold Price Today 29 March 2023: Both gold and silver are trading on the lower side of the Multi Commodity Exchange (MCX) on Wednesday. Check the latest city-wise prices here. 
Today gold, silver price, March 29, 2023: Precious metals witnessed a dip on MCX today. (Photo: Representational) 
By India Today Business Desk
: After retailing on the higher side in the Indian market yesterday, both gold and silver prices have edged lower on the Multi Commodity Exchange (MCX) on Wednesday, March 29.
Gold futures, maturing on June 5, 2023, stood at Rs 59,590 per 10 grams on the MCX, after recording a marginal dip of Rs 168 or 0.28 per cent.
Similarly, silver futures, maturing on May 5, 2023, also witnessed a downfall of Rs 151 or 0.21 percent and were trading at Rs 70,475 per kg on the MCX.
The prices of gold and silver stood at Rs 59,734 per 10 grams and Rs 70,584 per kg respectively when the market closed on March 28.
GOLD, SILVER PRICES IN MAJOR CITIES
CITY
GOLD (per 10 grams, 22 carats)
SILVER (per kg)
NEW DELHI
Rs 54,640
Rs 73,000
MUMBAI
Rs 54,490
Rs 73,000
KOLKATA
Rs 54,490
Rs 73,000
CHENNAI
Rs 55,090
Rs 75,700
The gold and silver prices in India depend on several factors, including the value of the rupee against the dollar. Global demand also plays a key role in determining the trends observed in the rate of precious metals. Changes in government policies, such as changes in import duties, can also impact the prices of gold and silver in India.
Inflation can cause the prices of gold and silver to rise, as investors may turn to these metals as a hedge against inflation.


Published On: 
Mar 29, 2023",indiatoday.in,1817,news,IN,en,India Today Business Desk,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202303/gold_01_1-sixteen_nine-sixteen_nine-_3.jpg?VersionId=XCasCYqsf4ro62iy6OJrVdonPA8CEZwT,False,@indiatoday,9.775372,0da057019f7a92366f0d18e63e481410
28,"Gold, silver price today, Mar 31, 2023: Precious metals witness hike on MCX",India Today Business Desk,2023-03-31 00:00:00,date,https://www.indiatoday.in/business/story/gold-silver-price-today-march-31-precious-metals-record-hike-mcx-latest-rates-2353828-2023-03-31,indiatoday.in,Gold Price Today 31 March 2023: Both gold and silver are trading on the higher side of the Multi Commodity Exchange (MCX) on Friday. Check the latest city-wise prices here.,"Gold Price Today 31 March 2023: Both gold and silver are trading on the higher side of the Multi Commodity Exchange (MCX) on Friday. Check the latest city-wise prices here. 
Today gold, silver price, Mar 31, 2023: Precious metals recorded a jump on MCX today. (File photo) 
By India Today Business Desk
: Both gold and silver prices are retailing on the higher side of the Multi Commodity Exchange (MCX) on Friday, March 31.
Gold futures, maturing on June 5, 2023, stood at Rs 59,948 per 10 grams on the MCX, after recording a marginal hike of Rs 35 or 0.06 per cent.
Similarly, silver futures, maturing on May 5, 2023, also witnessed a jump of Rs 306 or 0.43 percent and were trading at Rs 72,143 per kg on the MCX.
The prices of gold and silver stood at Rs 59,895 per 10 grams and Rs 71,774 per kg respectively when the market closed on March 29.
GOLD, SILVER PRICES IN MAJOR CITIES
CITY
GOLD (per 10 grams, 22 carats)
SILVER (per kg)
NEW DELHI
Rs 55,150
Rs 74,000
MUMBAI
Rs 55,000
Rs 74,000
KOLKATA
Rs 55,000
Rs 74,000
CHENNAI
Rs 55,900
Rs 77,500
The gold and silver prices in India depend on several factors, including the value of the rupee against the dollar. Global demand also plays a key role in determining the trends observed in the rate of precious metals.


Published On: 
Mar 31, 2023",indiatoday.in,1817,news,IN,en,India Today Business Desk,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202303/download_22-sixteen_nine.jpg?VersionId=3HwIhQCiwrXjg_zxMBMZ.f6BYP7boulu,False,@indiatoday,9.772566,e3f04ac00dd1a2f366e16e14ce37d0ad
29,"Gold, silver price today, March 27, 2023: Precious metals witness dip on MCX",India Today Business Desk,2023-03-27 00:00:00,date,https://www.indiatoday.in/business/story/gold-silver-prices-today-march-27-precious-metals-record-dip-mcx-latest-rates-2351879-2023-03-27,indiatoday.in,Gold Price Today 27 March 2023: Gold and silver are trading on the lower side of the Multi Commodity Exchange (MCX) on Monday. Check the latest city-wise prices here.,"Gold Price Today 27 March 2023: Gold and silver are trading on the lower side of the Multi Commodity Exchange (MCX) on Monday. Check the latest city-wise prices here. 
Today gold, silver price, March 27, 2023: Precious metals witnessed a dip on MCX today. (Photo: Representational)
By India Today Business Desk
: Both gold and silver are trading on the lower side of the Multi Commodity Exchange (MCX) on Monday, March 27, 2023.
Gold futures, maturing on April 5, 2023, stood at Rs 59,310 per 10 grams, recording a marginal dip of Rs 198 or 0.33 per cent. The previous close was recorded at Rs 59,273.
Similarly, silver futures, due on May 5, 2023, witnessed a downfall of Rs 161 or 0.23 percent and were retailing at Rs 70,401 per kg on the MCX against the previous close of Rs 70,411.
GOLD AND SILVER PRICES IN MAJOR CITIES
CITY
GOLD (per 10 grams, 22 carats)
SILVER (per kg)
NEW DELHI
Rs 54,950
Rs 73,300
MUMBAI
Rs 54,850
Rs 73,300
KOLKATA
Rs 54,850
Rs 73,300
CHENNAI
Rs 54,950
Rs 76,000
The price of gold varies for different regions in the country based on certain parameters such as the excise duty, making charges and the state taxes.


Published On: 
Mar 27, 2023",indiatoday.in,1817,news,IN,en,India Today Business Desk,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202303/download_16-sixteen_nine.jpg?VersionId=w4kWknk76oaN_mW_fFFd4nqVjd6SrY9p,False,@indiatoday,9.768271,6f6edfde76b3754ce61ebae9fedad327
30,Ryan Payne: Chasing gold prices is 'fool's good',,2023-04-05 00:00:00,date,https://video.foxbusiness.com/v/6324007479112/,foxbusiness.com,"Payne Capital Management President Ryan Payne and Bullseye American Ingenuity Fund portfolio manager Adam Johnson discuss rising gold prices, corporate job layoffs and the markets amid expecting…",,foxbusiness.com,915,news,US,en,,https://cf-images.us-east-1.prod.boltdns.net/v1/static/854081161001/40d0b28c-596f-4042-8c68-45578a30c280/5fbcd5a2-0de1-4fce-a661-aced35082f4a/1280x720/match/image.jpg,False,@foxbusiness,11.813107,fb1e2ccfef80d5c2e0b4b28d64b323df
31,Junior miners have not caught up to the gold price,,2023-04-05 00:00:00,date,https://www.kitco.com/news/video/show/Kitco-Mining/4482/2023-04-05/Junior-miners-have-not-caught-up-to-the-gold-price---Soar-Financials-Kai-Hoffmann,kitco.com,"Disclaimer: The content on this website, including, without limitation, news, videos, interviews and commentaries, is provided by Kitco Metals Inc. (""Kitco"") for informational purposes only and is not…","Disclaimer:
 The content on this website, including, without limitation, news, videos, interviews and commentaries, is provided by Kitco Metals Inc. (""Kitco"") for informational purposes only and is not intended as any form of advice, whether legal, accounting, investment, financial or tax advice. Therefore, it cannot be relied upon as such. Should you require such advice, contact a licensed professional. The content provided herein is provided on an ""as is"" basis without any warranty of any kind, whether express or implied and your use of the information provided in said content is entirely at your own risk. In no event will Kitco be held liable for any indirect, special, incidental, or consequential damages arising out of the use of the content on this website.",kitco.com,4835,finance,US,en,,https://web.resource-kitco.com/video/image/thumbnail/MN_23_03_03_Hofmann_500.jpg,False,@KitcoNewsNOW,11.715423,aec19f1ac73da8ffbcb558d6c12b0a8d
32,"Gold Beats All Asset Classes in FY23, Prices Jump 15%: ‘Remain Invested'",Malvika Gurung,2023-04-02 00:00:00,date,https://in.investing.com/news/gold-beats-all-asset-classes-in-fy23-prices-jump-15-in-fy23-remain-invested-3583129,investing.com,"Gold Beats All Asset Classes in FY23, Prices Jump 15%: ‘Remain Invested'","Investing.com -- With the financial year 2022-23 coming to an end, benchmark indices Nifty50 and Sensex have broadly given flat to negative returns with escalating geopolitical tension in Ukraine and Russia raising inflationary pressures globally.

On the contrary, gold showcased a double-digit growth in FY23 and came out as one of the best-performing asset classes in the financial year.

Going ahead, the yellow metal is widely expected to give double-digit returns in the new financial year 2023-24, and experts suggest investors continue holding on to the commodity compared to risky assets amid the global situation.

In FY23, the prices of gold jumped by 15% beating all other asset classes, and rallied by a massive Rs 8,000 in Indian markets from Rs 52,000 to Rs 60,000, said Jateen Trivedi, VP Research analyst at LKP Securities in a note sent to Investing.com.

'Gold has been proven a perfect hedge in the Portfolio giving out strong returns,' he said.

In terms of return on investment, gold continues to look lucrative from a safety perspective at a time when inflation remains high globally and the interest cycle is yet to ease.

These factors will provide a further push for the yellow metal and are expected to give returns of another 10-15% in FY24.

'The prices can easily touch 66000-68000 on base case performance before we reach the FY24 end next year. On the back of weak and uncertain performance in risky assets it is strongly advised to remain invested in Gold for further 10-15% returns on the base case and 15-20% on bull case scenario,' Trivedi added.",investing.com,1372,finance,ES,en,Malvika Gurung,https://i-invdn-com.investing.com/news/https://i-invdn-com.investing.com/akapi-images/800x450/42a92baeb267202d6c1196dc71beadaf_w_800_h_450.jpg,False,,10.023191,0f9380e9929990e3f2ef7b25cfbac898
33,"Gold, silver price today, Apr 5, 2023: Precious metals record hike on MCX",India Today Business Desk,2023-04-05 00:00:00,date,https://www.indiatoday.in/business/story/gold-silver-price-today-april-5-precious-metals-record-hike-mcx-latest-rates-2355880-2023-04-05,indiatoday.in,Gold Price Today 5 April 2023: Both gold and silver are trading on the higher side of the Multi Commodity Exchange (MCX) on Wednesday. Check the latest city-wise prices here.,"Gold Price Today 5 April 2023: Both gold and silver are trading on the higher side of the Multi Commodity Exchange (MCX) on Wednesday. Check the latest city-wise prices here. 
Today gold, silver price, April 5, 2023: Precious metals recorded a jump on MCX today. (File photo) 
By India Today Business Desk
: Both gold and silver prices are retailing on the higher side of the Multi Commodity Exchange (MCX) on Wednesday, April 5.
Gold futures, maturing on June 5, 2023, stood at Rs 61,024 per 10 grams on the MCX, after recording a marginal hike of Rs 36 or 0.06 per cent.
Similarly, silver futures, maturing on May 5, 2023, also witnessed a jump of Rs 430 or 0.58 percent and were trading at Rs 75,050 per kg on the MCX.
The prices of gold and silver stood at Rs 60,954 per 10 grams and Rs 74,618 per kg respectively when the market closed on April 3.
GOLD, SILVER PRICES IN MAJOR CITIES
CITY
GOLD (per 10 grams, 22 carats)
SILVER (per kg)
NEW DELHI
Rs 55,460
Rs 74,600
MUMBAI
Rs 55,310
Rs 74,600
KOLKATA
Rs 55,310
Rs 74,600
CHENNAI
Rs 56,010
Rs 77,800
The gold and silver prices in India depend on several factors, including the value of the rupee against the dollar. Global demand also plays a key role in determining the trends observed in the rate of precious metals.


Published On: 
Apr 5, 2023",indiatoday.in,1817,news,IN,en,India Today Business Desk,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202304/gold_6-sixteen_nine-sixteen_nine.jpg?VersionId=F7t0jIr2MF21peX0jxPRsngZ_.6GHVyj,False,@indiatoday,9.65112,2b584e90e1b8daba06b6f45c8f2a4163
34,"Gold, silver price today, April 3, 2023: Precious metals witness dip on MCX",India Today Business Desk,2023-04-03 00:00:00,date,https://www.indiatoday.in/business/story/gold-silver-prices-today-april-3-precious-metals-record-dip-mcx-latest-rates-2354938-2023-04-03,indiatoday.in,Gold Price Today 3 April 2023: Gold and silver are trading on the lower side of the Multi Commodity Exchange (MCX) on Monday. Check the latest city-wise prices here.,"Gold Price Today 3 April 2023: Gold and silver are trading on the lower side of the Multi Commodity Exchange (MCX) on Monday. Check the latest city-wise prices here. 
Today gold, silver price, April 3, 2023: Precious metals witnessed a dip on MCX today. (Photo: Representative) 
By India Today Business Desk
: Both gold and silver rates edged lower today. Precious metals were trading on the lower side of the Multi Commodity Exchange (MCX) on Monday, April 3, 2023.
Gold futures, maturing on June 5, 2023, stood at Rs 59,342 per 10 grams, recording a marginal dip of Rs 316 or 0.53 per cent. The previous close was recorded at Rs 59,612.
Similarly, silver futures, due on May 5, 2023, witnessed a downfall of Rs 760 or 1.05 percent and were retailing at Rs 71,811 per kg on the MCX against the previous close of Rs 72,218.
GOLD AND SILVER PRICES IN MAJOR CITIES
CITY
GOLD (per 10 grams, 22 carats)
SILVER (per kg)
NEW DELHI
Rs 55,150
Rs 74,500
MUMBAI
Rs 55,000
Rs 74,500
KOLKATA
Rs 55,000
Rs 74,500
CHENNAI
Rs 55,600
Rs 77,700
The price of gold varies for different regions in the country based on certain parameters such as the excise duty, making charges and the state taxes


Published On: 
Apr 3, 2023",indiatoday.in,1817,news,IN,en,India Today Business Desk,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202304/download_1-sixteen_nine_0.jpg?VersionId=HVxaEdBS0.h1t8J7PO4Cp0ygVwI6JyVp,False,@indiatoday,9.65112,b12fb6728909cfca2246b3891d527625
35,"Gold, silver price today, April 6, 2023: Precious metals witness dip on MCX",India Today Business Desk,2023-04-06 00:00:00,date,https://www.indiatoday.in/business/story/gold-silver-prices-today-april-6-precious-metals-record-dip-mcx-latest-rates-2356354-2023-04-06,indiatoday.in,Gold Price Today 6 April 2023: Gold and silver are trading on the lower side of the Multi Commodity Exchange (MCX) on Thursday. Check the latest city-wise prices here.,"Gold Price Today 6 April 2023: Gold and silver are trading on the lower side of the Multi Commodity Exchange (MCX) on Thursday. Check the latest city-wise prices here. 
Today gold, silver price, April 6, 2023: Precious metals witnessed a dip on MCX today. (Photo: Representative) 
By India Today Business Desk
: After retailing on the higher side in the Indian market yesterday, both gold and silver rates edged lower today. Precious metals were trading on the lower side of the Multi Commodity Exchange (MCX) on Thursday, April 6, 2023.
Gold futures, maturing on June 5, 2023, stood at Rs 60,679 per 10 grams, recording a dip of Rs 269 or 0.44 per cent. The previous close was recorded at Rs 60,856.
Similarly, silver futures, due on May 5, 2023, witnessed a downfall of Rs 222 or 0.30 percent and were retailing at Rs 74,370 per kg on the MCX against the previous close of Rs 74,555.
GOLD AND SILVER PRICES IN MAJOR CITIES
CITY
GOLD (per 10 grams, 22 carats)
SILVER (per kg)
NEW DELHI 
Rs 56,050
Rs 76,490
MUMBAI
Rs 55,900
Rs 76,490
KOLKATA
Rs 55,900
Rs 76,490
CHENNAI
Rs 56,500
Rs 80,000
The price of gold varies for different regions in the country based on certain parameters such as the excise duty, making charges and the state taxes.


Published On: 
Apr 6, 2023",indiatoday.in,1817,news,IN,en,India Today Business Desk,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202304/gold_silver_rate-sixteen_nine-sixteen_nine.jpg?VersionId=yJnNqCBcdRAbY.T4u33CG10HSz3q3V9T,False,@indiatoday,9.65112,88ccbe0d2df45dc7e2e3ef265d42e06f
36,The Higher Price of Gold Reflects Recession Worries,News Traffic Weather,2023-04-14 00:00:00,date,https://wtop.com/news/2023/04/the-higher-price-of-gold-reflects-recession-worries/,wtop.com,"Even those investors who don't have any gold or shares of gold mining stocks in their portfolios may want to pay attention to the precious metal, which is approaching a record high above $2,000.","Even those investors who don't have any 
gold
 or shares of 
gold mining stocks
 in their portfolios may want to pay attention to the precious metal, which is approaching a record high above $2,000. 


In the 1920s, economist John Maynard Keynes called the gold standard a 'barbarous relic.' But even though the dollar hasn't been tied to the price of gold for decades, price moves of the metal can still shed light on what investors, central bankers, analysts and economists are thinking about the greenback, 
inflation
 and the economy in general. 


[
Sign up for stock news with our Invested newsletter.
]


Gold is often considered a safe-haven investment along with the 
U.S. dollar
 and 
Treasurys
, but they all compete for that status, with currency, bonds and gold alternately outshining one another. 


Sometimes, when equities experience a severe short-term drop, investors may sell gold to raise cash. Other times, such as the 
Federal Reserve's
 recent aggressive interest rate hikes, non-interest-bearing gold becomes less attractive. 


But 
Treasury yields
 have been on the decline since March, as investors have sought the safety of government bonds even as the dollar has lost value against a basket of major world currencies. 


This flight to safety — based on less-than-desirable economic data and concerns about the global banking industry — is also giving gold substantial tailwinds. 


 'An attractive backdrop for gold oftentimes implies more negatives than positives in the overall macro outlook.' — Craig Giventer, managing director of portfolio strategies at investment advisor GYL Financial Synergies 


Lower Treasury yields make the metal more attractive. A lower dollar boosts demand for gold from those holding other currencies. Inflationary worries, stemming in part from 
higher oil prices after a production cut announcement from OPEC


 and its allies, are also in the mix. 


But crucially, it's the worry among investors that the economy could enter a 
recession
 that is behind gold's rise, as that increases the likelihood of a slowdown in rate hikes and also stokes desire for gold as a safe haven. 


Here are some factors to consider as you weigh the price of gold as an economic indicator and what that means for your stock portfolio: 


— Recession worries as a driver of higher gold prices.


— How should stock market investors position themselves?


— Drawbacks of investing in gold now.


[
READ:
 
How to Invest in Rare-Earth Stocks.
]


Recession Worries as a Driver of Higher Gold Prices


'An attractive backdrop for gold oftentimes implies more negatives than positives in the overall macro outlook,' says Craig Giventer, managing director of portfolio strategies at investment advisor GYL Financial Synergies. 'A litany of incrementally negative developments since Jan. 1, such as inflation still running higher than the Fed's comfort level; stress in the U.S. and European banking sectors; ongoing geopolitical tension and armed conflict; an increasing probability of the U.S. entering recession in the 2023/2024 period; and, to top it all off, the historical indictment of a former U.S. president, have all created a favorable environment for the safe-haven asset of gold.' 


On April 13, the price of gold for immediate delivery topped $2,046, its highest point since March 2022 and within spitting distance of its all-time high just above $2,070 in 2020. 'Fears of recession, the recent cap on oil production and significant turmoil in the banking sector are key drivers behind this,' says Joseph Cavatoni, market strategist with the World Gold Council, an industry group. 


 'We're seeing investor behaviors that we tend to (see) in times of distress and recession. We see people turning to things like gold and Treasurys, and that's something that people do when they're a lot more concerned about what's going on in the economy.' — Michael Wagner, chief operating officer, Omnia Family Wealth 


Jonathan Rose, CEO of precious metals investment firm Genesis Gold Group, forecasts that gold could go as high as $2,250 by the end of this year as stubbornly high inflation slows economic growth and tips the economy into a recession. He also cites worries about the 
U.S. debt ceiling


, supply chain issues and faltering confidence in the real estate market. 


'We're seeing investor behaviors that we tend to (see) in times of distress and recession,' says Michael Wagner, chief operating officer with Florida-based investment advisor Omnia Family Wealth, which holds gold in client portfolios. 'We see people turning to things like gold and Treasurys, and that's something that people do when they're a lot more concerned about what's going on in the economy.' 


[
READ:
 
Should You Invest in Silver as an Inflation Hedge?
]


How Should Stock Market Investors Position Themselves?


While diversification is important within a portfolio, with stocks Giventer is leaning toward defensive companies with low debt that have good returns on capital, strong relative growth prospects and pricing power. 


Defensive stocks
 are less tied to economic cycles than so-called 
cyclical equities
. Investors often buy defensive plays because they think a recession is coming in an attempt to preserve the value of their portfolios and still earn a steady return. 


Defensive stocks often come from market sectors where consumers and businesses will still purchase products and services regardless of what the economy is doing. This includes sectors like health care, utilities and 
consumer staples
. 


Even though many market participants expect a U.S. recession late in 2023, there is little agreement on the depth and duration of it, says Amelia Bourdeau, market strategist for Diamond Standard, a diamond 
commodities
 company that tracks gold prices alongside the performance of the precious stones. For the moment, U.S. equities have held up relatively well despite the economic uncertainty because earnings outlooks have not been meaningfully revised lower, she says. 


Still, market and U.S. economic outlook uncertainty is continuing, meaning U.S. equity trading will likely remain choppy, she says. 


'It would be prudent to position for a recession or growth slowdown through holding health care and consumer staples,' she says. 


Beyond equities, investors can consider putting money into gold in a variety of ways. One popular way is by owning physical gold in the form of bars, coins or jewelry. Investors who want exposure to physical gold without the hassle of storing and insuring it can consider physically backed gold 
exchange-traded funds
, which have shares tied to gold stored in bank vaults. 


Investors can also explore gold 
futures
 and 
options
, but these investments are often best left to the pros. Of course, investors can also buy stocks or ETFs of gold mining companies. 


Drawbacks of Investing in Gold Now


Still, there are downsides to gold that investors should consider. 


Robert Johnson, finance professor at Creighton University, goes so far as to recommend never considering gold as an investment if you have a 
long time horizon
 because the precious metal has underperformed stocks over the long term. 


'While having a small position in precious metals may dampen portfolio 
volatility
 in the short run, the trade-off between slightly dampened volatility and the lost long-term return is certainly not a prudent one,' Johnson says. 


Also, keep in mind that trying to time the market by making big changes in a portfolio is a risky endeavor. 


'Many people have been preparing for a recession for years and have exited the stock market,' Johnson says. 'The 
opportunity cost
 of such a strategy is quite high. Instead, people should invest in a low-fee, diversified equity index fund and continue to invest consistently whether the market is up, down or sideways.' 


 



 



 



 



The Higher Price of Gold Reflects Recession Worries
 
originally appeared on
 
usnews.com",wtop.com,2588,news,US,en,"News Traffic Weather,U.S. News",https://wtop.com/wp-content/uploads/2017/04/wtop_logo_512x512.png,False,,12.334831,01d223d90cdb60644be11b1a0546db3a
37,"Gold, silver price today, April 12, 2023: Precious metals record hike on MCX",India Today Business Desk,2023-04-12 00:00:00,date,https://www.indiatoday.in/business/story/gold-silver-price-today-april-12-precious-metals-record-hike-mcx-latest-rates-2358846-2023-04-12,indiatoday.in,Gold Price Today 12 April 2023: Both gold and silver are trading on the higher side of the Multi Commodity Exchange (MCX) on Wednesday. Check the latest city-wise prices here.,"Gold Price Today 12 April 2023: Both gold and silver are trading on the higher side of the Multi Commodity Exchange (MCX) on Wednesday. Check the latest city-wise prices here. 
Today gold, silver price, April 12, 2023: Precious metals recorded a jump on MCX today. (File photo) 
By India Today Business Desk
: For the second day in a row, both gold and silver prices are retailing on the higher side of the Multi Commodity Exchange (MCX) on Wednesday, April 12.
Gold futures, maturing on June 5, 2023, stood at Rs 60,848 per 10 grams on the MCX, after recording a hike of Rs 343 or 0.57 per cent.
Similarly, silver futures, maturing on May 5, 2023, also witnessed a jump of Rs 671 or 0.89 percent and were trading at Rs 75,750 per kg on the MCX.
The prices of gold and silver stood at Rs 60,505 per 10 grams and Rs 75,040 per kg respectively when the market closed on April 11.
GOLD, SILVER PRICES IN MAJOR CITIES
CITY
GOLD (per 10 grams, 22 carats) 
SILVER (per kg) 
NEW DELHI 
Rs 55,860
Rs 76,600
MUMBAI
Rs 55,710
Rs 76,600
KOLKATA
Rs 55,710
Rs 76,600
CHENNAI
Rs 56,310
Rs 80,400
The gold and silver prices in India depend on several factors, including the value of the rupee against the dollar. Global demand also plays a key role in determining the trends observed in the rate of precious metals.
GOLD PRICE ON INTERNATIONAL MARKET
Gold climbed back up above the key $2,000 level on Tuesday as the dollar came off last session's peak, while traders hunkered down for Wednesday's U.S. inflation data for cues on future interest rate hikes, news agency Reuters reported.
Spot gold rose 0.8 per cent to $2,005.79 per ounce while U.S. gold futures settled 0.8 per cent higher at $2,019.00.
Similarly, Silver was up 0.8 per cent to $25.08 per ounce. 


Published On: 
Apr 12, 2023",indiatoday.in,1817,news,IN,en,India Today Business Desk,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202304/download_9-sixteen_nine.jpg?VersionId=ReEFMAXJH.PD2UH5Y6aZBZTh1fVZ4frs,False,@indiatoday,9.650864,21c118e0f3e916f3b864d3df6b1d6faa
38,"Gold, silver price today, April 13, 2023: Precious metals record hike on MCX",India Today Business Desk,2023-04-13 00:00:00,date,https://www.indiatoday.in/business/story/gold-silver-price-today-april-13-precious-metals-record-hike-mcx-latest-rates-2359369-2023-04-13,indiatoday.in,Gold Price Today 13 April 2023: Both gold and silver are trading on the higher side of the Multi Commodity Exchange (MCX) on Thursday. Check the latest city-wise prices here.,"By India Today Business Desk
: For the third day in a row, both gold and silver prices are retailing on the higher side of the Multi Commodity Exchange (MCX) on Thursday, April 13.
Gold futures, maturing on June 5, 2023, stood at Rs 60,810 per 10 grams on the MCX, after recording a hike of Rs 170 or 0.28 per cent.
Similarly, silver futures, maturing on May 5, 2023, also witnessed a jump of Rs 191 or 0.25 percent and were trading at Rs 76,225 per kg on the MCX.
The prices of gold and silver stood at Rs 60,628 per 10 grams and Rs 75,9113 per kg respectively when the market closed on April 12.
GOLD, SILVER PRICES IN MAJOR CITIES
CITY
 
GOLD (per 10 grams, 22 carats)
 
SILVER (per kg)


NEW DELHI
 
Rs 56,250
 
Rs 78,000


MUMBAI
 
Rs 56,100
 
Rs 78,000


KOLKATA
 
Rs 56,100
 
Rs 78,000


CHENNAI
 
Rs 56,760
 
Rs 81,800


The gold and silver prices in India depend on several factors, including the value of the rupee against the dollar. Global demand also plays a key role in determining the trends observed in the rate of precious metals.

Published On: 
Apr 13, 2023",indiatoday.in,1817,news,IN,en,India Today Business Desk,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202304/download_2_1-sixteen_nine.jpg?VersionId=TVCtlyvPm5ZPQewemVsbdxA0ZLMxJHhT,False,@indiatoday,9.634247,3129ae39fcc3f6f72d89cd89e4983070
